db_id,question,gold_sql,llama_predicted_sql
world_1,Find the average life expectancy and total population for each continent where the average life expectancy is shorter than 72?,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT continent, AVG(life_expectancy) AS avg_life_expectancy, SUM(population) AS total_population FROM your_table_name GROUP BY continent HAVING AVG(life_expectancy) < 72"
world_1,"What are the different continents and the total popuation and average life expectancy corresponding to each, for continents that have an average life expectancy less than 72?","SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72","SELECT continent, SUM(population) AS total_population, AVG(life_expectancy) AS average_life_expectancy FROM countries GROUP BY continent HAVING AVG(life_expectancy) < 72"
world_1,What are the names and areas of countries with the top 5 largest area?,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT name, area FROM countries ORDER BY area DESC LIMIT 5"
world_1,Return the names and surface areas of the 5 largest countries.,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5","SELECT name, surface_area FROM countries ORDER BY surface_area DESC LIMIT 5"
world_1,What are names of countries with the top 3 largest population?,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,SELECT name FROM countries ORDER BY population DESC LIMIT 3
world_1,Return the names of the 3 most populated countries.,SELECT Name FROM country ORDER BY Population DESC LIMIT 3,SELECT name FROM countries ORDER BY population DESC LIMIT 3
world_1,What are the names of the nations with the 3 lowest populations?,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,SELECT name FROM nation ORDER BY population ASC LIMIT 3
world_1,Return the names of the 3 countries with the fewest people.,SELECT Name FROM country ORDER BY Population ASC LIMIT 3,SELECT name FROM countries ORDER BY population ASC LIMIT 3
world_1,how many countries are in Asia?,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",SELECT COUNT(*) FROM countries WHERE continent = 'Asia'
world_1,Count the number of countries in Asia.,"SELECT count(*) FROM country WHERE continent  =  ""Asia""",SELECT COUNT(*) FROM countries WHERE continent = 'Asia'
world_1,What are the names of the countries that are in the continent of Europe and have a population of 80000?,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",SELECT name FROM country WHERE continent = 'Europe' AND population = 80000
world_1,Give the names of countries that are in Europe and have a population equal to 80000.,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000""",SELECT name FROM countries WHERE continent = 'Europe' AND population = 80000
world_1,What is the total population and average area of countries in the continent of North America whose area is bigger than 3000 ?,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population) AS TotalPopulation, AVG(Area) AS AverageArea FROM Country WHERE Continent = 'North America' AND Area > 3000"
world_1,Give the total population and average surface area corresponding to countries in North America that have a surface area greater than 3000 .,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000","SELECT SUM(Population) AS TotalPopulation, AVG(SurfaceArea) AS AverageSurfaceArea FROM Country WHERE Continent = 'North America' AND SurfaceArea > 3000"
world_1,What are the cities whose population is between 160000 and 900000?,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000,SELECT city FROM cities WHERE population BETWEEN 160000 AND 900000
world_1,Return the names of cities that have a population between 160000 and 900000 .,select name from city where population between 160000 and 900000,SELECT name FROM cities WHERE population BETWEEN 160000 AND 900000
world_1,Which language is spoken by the largest number of countries?,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT language FROM countries_languages GROUP BY language ORDER BY COUNT(country) DESC LIMIT 1
world_1,Give the language that is spoken in the most countries.,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1,SELECT language FROM country_language GROUP BY language ORDER BY COUNT(country_code) DESC LIMIT 1
world_1,What is the language spoken by the largest percentage of people in each country?,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT country, language, MAX(percentage) FROM country_language GROUP BY country"
world_1,"What are the country codes of the different countries, and what are the languages spoken by the greatest percentage of people for each?","SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode","SELECT country_code, language FROM country_language WHERE percentage = (SELECT MAX(percentage) FROM country_language)"
world_1,What is the total number of countries where Spanish is spoken by the largest percentage of people?,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(*) FROM countries WHERE official_language = 'Spanish'
world_1,Count the number of countries for which Spanish is the predominantly spoken language.,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT COUNT(country) FROM countries WHERE predominantly_spoken_language = 'Spanish'
world_1,What are the codes of countries where Spanish is spoken by the largest percentage of people?,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT code FROM countrylanguage WHERE language = 'Spanish' ORDER BY percentage DESC LIMIT 1
world_1,Return the codes of countries for which Spanish is the predominantly spoken language.,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode",SELECT code FROM countrylanguage WHERE language = 'Spanish' AND isofficial = 'T'
orchestra,How many conductors are there?,SELECT count(*) FROM conductor,SELECT COUNT(*) FROM conductors
orchestra,Count the number of conductors.,SELECT count(*) FROM conductor,SELECT COUNT(*) FROM conductors
orchestra,List the names of conductors in ascending order of age.,SELECT Name FROM conductor ORDER BY Age ASC,SELECT name FROM conductors ORDER BY age ASC
orchestra,"What are the names of conductors, ordered by age?",SELECT Name FROM conductor ORDER BY Age ASC,SELECT name FROM conductors ORDER BY age
orchestra,"What are the names of conductors whose nationalities are not ""USA""?",SELECT Name FROM conductor WHERE Nationality != 'USA',SELECT name FROM conductors WHERE nationality != 'USA'
orchestra,"Return the names of conductors that do not have the nationality ""USA"".",SELECT Name FROM conductor WHERE Nationality != 'USA',SELECT name FROM conductors WHERE nationality != 'USA'
orchestra,What are the record companies of orchestras in descending order of years in which they were founded?,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,SELECT T2.record_company FROM orchestras AS T1 INNER JOIN record_companies AS T2 ON T1.record_company_id = T2.id ORDER BY T2.founding_year DESC
orchestra,"Return the record companies of orchestras, sorted descending by the years in which they were founded.",SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC,SELECT record_company FROM orchestras ORDER BY founding_year DESC
orchestra,What is the average attendance of shows?,SELECT avg(Attendance) FROM SHOW,SELECT AVG(attendance) FROM shows
orchestra,Return the average attendance across all shows.,SELECT avg(Attendance) FROM SHOW,SELECT AVG(attendance) FROM shows
orchestra,"What are the maximum and minimum share of performances whose type is not ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT MAX(share), MIN(share) FROM performances WHERE type != 'Live final'"
orchestra,"Return the maximum and minimum shares for performances that do not have the type ""Live final"".","SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final""","SELECT MAX(shares), MIN(shares) FROM performances WHERE type != 'Live final'"
orchestra,How many different nationalities do conductors have?,SELECT count(DISTINCT Nationality) FROM conductor,SELECT COUNT(DISTINCT nationality) FROM conductors
orchestra,Count the number of different nationalities of conductors.,SELECT count(DISTINCT Nationality) FROM conductor,SELECT COUNT(DISTINCT nationality) FROM conductors
orchestra,List names of conductors in descending order of years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT name FROM conductors ORDER BY years_of_work DESC
orchestra,"What are the names of conductors, sorted descending by the number of years they have worked?",SELECT Name FROM conductor ORDER BY Year_of_Work DESC,SELECT name FROM conductors ORDER BY years_worked DESC
orchestra,List the name of the conductor with the most years of work.,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,SELECT name FROM conductor ORDER BY years_of_work DESC LIMIT 1
orchestra,What is the name of the conductor who has worked the greatest number of years?,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1,SELECT name FROM conductors ORDER BY years_worked DESC LIMIT 1
orchestra,Show the names of conductors and the orchestras they have conducted.,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT T1.name, T2.name FROM conductors AS T1 INNER JOIN orchestras AS T2 ON T1.id = T2.conductor_id"
orchestra,What are the names of conductors as well as the corresonding orchestras that they have conducted?,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID","SELECT T1.name, T2.orchestra_name FROM conductors AS T1 INNER JOIN orchestras AS T2 ON T1.conductor_id = T2.conductor_id"
orchestra,Show the names of conductors that have conducted more than one orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,SELECT T1.name FROM conductors AS T1 INNER JOIN orchestras_conducted AS T2 ON T1.id = T2.conductor_id GROUP BY T1.name HAVING COUNT(DISTINCT T2.orchestra_id) > 1
orchestra,What are the names of conductors who have conducted at more than one orchestra?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1,SELECT T1.name FROM conductors AS T1 INNER JOIN orchestras_conducted AS T2 ON T1.id = T2.conductor_id GROUP BY T1.name HAVING COUNT(DISTINCT T2.orchestra_id) > 1
orchestra,Show the name of the conductor that has conducted the most number of orchestras.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM conductors AS T1 INNER JOIN orchestras AS T2 ON T1.id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(T2.id) DESC LIMIT 1
orchestra,What is the name of the conductor who has conducted the most orchestras?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1,SELECT T1.name FROM conductors AS T1 INNER JOIN orchestras AS T2 ON T1.id = T2.conductor_id GROUP BY T1.name ORDER BY COUNT(T2.id) DESC LIMIT 1
orchestra,Please show the name of the conductor that has conducted orchestras founded after 2008.,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,SELECT T1.name FROM Conductor AS T1 INNER JOIN Conductor_Orchestra AS T2 ON T1.id = T2.conductor_id INNER JOIN Orchestra AS T3 ON T2.orchestra_id = T3.id WHERE T3.founding_year > 2008
orchestra,What are the names of conductors who have conducted orchestras founded after the year 2008?,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008,SELECT T1.name FROM conductors AS T1 INNER JOIN orchestras AS T2 ON T1.orchestra_id = T2.id WHERE T2.founding_year > 2008
orchestra,Please show the different record companies and the corresponding number of orchestras.,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT record_company, COUNT(orchestra) FROM orchestras GROUP BY record_company"
orchestra,How many orchestras does each record company manage?,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company","SELECT record_company, COUNT(orchestra) FROM orchestras GROUP BY record_company"
orchestra,Please show the record formats of orchestras in ascending order of count.,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT record_format, COUNT(*) as count FROM orchestras GROUP BY record_format ORDER BY count ASC"
orchestra,"What are the major record formats of orchestras, sorted by their frequency?",SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC,"SELECT record_format, COUNT(*) as frequency FROM orchestras GROUP BY record_format ORDER BY frequency DESC;"
orchestra,List the record company shared by the most number of orchestras.,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,SELECT record_company FROM orchestras GROUP BY record_company ORDER BY COUNT(*) DESC LIMIT 1
orchestra,What is the record company used by the greatest number of orchestras?,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1,SELECT record_company FROM orchestras GROUP BY record_company ORDER BY COUNT(*) DESC LIMIT 1
orchestra,List the names of orchestras that have no performance.,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),SELECT name FROM orchestras WHERE id NOT IN (SELECT orchestra_id FROM performances)
orchestra,What are the orchestras that do not have any performances?,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance),SELECT name FROM orchestras WHERE id NOT IN (SELECT orchestra_id FROM performances)
orchestra,Show the record companies shared by orchestras founded before 2003 and after 2003.,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,SELECT record_company FROM orchestras WHERE founding_year < 2003 INTERSECT SELECT record_company FROM orchestras WHERE founding_year > 2003
orchestra,What are the record companies that are used by both orchestras founded before 2003 and those founded after 2003?,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003,SELECT record_company FROM orchestras WHERE founding_year < 2003 INTERSECT SELECT record_company FROM orchestras WHERE founding_year > 2003
orchestra,"Find the number of orchestras whose record format is ""CD"" or ""DVD"".","SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""",SELECT COUNT(*) FROM orchestras WHERE record_format = 'CD' OR record_format = 'DVD'
orchestra,Count the number of orchestras that have CD or DVD as their record format.,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD""","SELECT COUNT(*) FROM orchestras WHERE record_format IN ('CD', 'DVD')"
orchestra,Show the years in which orchestras that have given more than one performance are founded.,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,SELECT T1.founded FROM orchestras AS T1 INNER JOIN performances AS T2 ON T1.name = T2.orchestra_name GROUP BY T1.founded HAVING COUNT(T2.orchestra_name) > 1
orchestra,What are years of founding for orchestras that have had more than a single performance?,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1,SELECT T1.year_founded FROM orchestras AS T1 INNER JOIN performances AS T2 ON T1.id = T2.orchestra_id GROUP BY T1.id HAVING COUNT(T2.id) > 1
network_1,How many high schoolers are there?,SELECT count(*) FROM Highschooler,SELECT COUNT(*) FROM students WHERE school_type = 'high_school'
network_1,Count the number of high schoolers.,SELECT count(*) FROM Highschooler,SELECT COUNT(*) FROM students WHERE school_type = 'high_school'
network_1,Show the names and grades of each high schooler.,"SELECT name ,  grade FROM Highschooler","SELECT name, grade FROM high_schoolers"
network_1,What are the names and grades for each high schooler?,"SELECT name ,  grade FROM Highschooler","SELECT name, grade FROM high_schoolers"
network_1,Show all the grades of the high schoolers.,SELECT grade FROM Highschooler,SELECT grade FROM high_schoolers
network_1,What is the grade of each high schooler?,SELECT grade FROM Highschooler,"SELECT name, grade FROM high_schoolers"
network_1,What grade is Kyle in?,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM students WHERE name = 'Kyle'
network_1,Return the grade for the high schooler named Kyle.,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle""",SELECT grade FROM high_schoolers WHERE name = 'Kyle'
network_1,Show the names of all high schoolers in grade 10.,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM students WHERE grade = 10
network_1,What are the names of all high schoolers in grade 10?,SELECT name FROM Highschooler WHERE grade  =  10,SELECT name FROM students WHERE grade = 10
network_1,Show the ID of the high schooler named Kyle.,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT id FROM high_schoolers WHERE name = 'Kyle'
network_1,What is Kyle's id?,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle""",SELECT id FROM users WHERE name = 'Kyle'
network_1,How many high schoolers are there in grade 9 or 10?,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,"SELECT COUNT(*) FROM students WHERE grade IN (9, 10)"
network_1,Count the number of high schoolers in grades 9 or 10.,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10,SELECT COUNT(*) FROM students WHERE grade = 9 OR grade = 10
network_1,Show the number of high schoolers for each grade.,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) FROM high_schoolers GROUP BY grade"
network_1,How many high schoolers are in each grade?,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade","SELECT grade, COUNT(*) FROM high_schoolers GROUP BY grade"
network_1,Which grade has the most high schoolers?,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,SELECT grade FROM high_schoolers GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1
network_1,Return the grade that has the greatest number of high schoolers.,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1,SELECT grade FROM high_schoolers GROUP BY grade ORDER BY COUNT(*) DESC LIMIT 1
network_1,Show me all grades that have at least 4 students.,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,SELECT grade FROM students GROUP BY grade HAVING COUNT(grade) >= 4
network_1,Which grades have 4 or more high schoolers?,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4,SELECT grade FROM high_schoolers GROUP BY grade HAVING COUNT(*) >= 4
network_1,Show the student IDs and numbers of friends corresponding to each.,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT student_id, COUNT(friend_id) FROM friendships GROUP BY student_id"
network_1,How many friends does each student have?,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id","SELECT student_id, COUNT(friend_id) FROM friendships GROUP BY student_id"
network_1,Show the names of high school students and their corresponding number of friends.,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT name, COUNT(friend_id) FROM high_school_students GROUP BY name"
network_1,What are the names of the high schoolers and how many friends does each have?,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT name, COUNT(friend_id) FROM high_schoolers GROUP BY name"
network_1,What is the name of the high schooler who has the greatest number of friends?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM high_schoolers ORDER BY number_of_friends DESC LIMIT 1
network_1,Return the name of the high school student with the most friends.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM high_school_students ORDER BY number_of_friends DESC LIMIT 1
network_1,Show the names of high schoolers who have at least 3 friends.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT name FROM high_schoolers WHERE id IN (SELECT high_schooler_id FROM friendships GROUP BY high_schooler_id HAVING COUNT(friend_id) >= 3)
network_1,What are the names of high schoolers who have 3 or more friends?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3,SELECT name FROM high_schoolers WHERE id IN (SELECT high_schooler_id FROM friendships GROUP BY high_schooler_id HAVING COUNT(friend_id) >= 3)
network_1,Show the names of all of the high schooler Kyle's friends.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT name FROM friends WHERE friend_of = 'Kyle' AND school = 'High School'
network_1,Return the names of friends of the high school student Kyle.,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle""",SELECT name FROM friends WHERE student_name = 'Kyle'
network_1,How many friends does the high school student Kyle have?,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM friends WHERE name = 'Kyle'
network_1,Count the number of friends Kyle has.,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM friends WHERE name = 'Kyle'
network_1,Show ids of all students who do not have any friends.,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM students WHERE id NOT IN (SELECT student_id FROM friendships)
network_1,What are the ids of high school students who do not have friends?,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend,SELECT id FROM high_school_students WHERE id NOT IN (SELECT student_id FROM friendships)
network_1,Show names of all high school students who do not have any friends.,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM students WHERE id NOT IN (SELECT student_id FROM friendships) AND school = 'High School'
network_1,What are the names of students who have no friends?,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id,SELECT name FROM students WHERE id NOT IN (SELECT student_id FROM friendships)
network_1,Show the ids of high schoolers who have friends and are also liked by someone else.,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT id FROM highschooler WHERE id IN (SELECT id1 FROM friend) AND id IN (SELECT id2 FROM likes)
network_1,What are the ids of students who both have friends and are liked?,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes,SELECT id FROM students WHERE id IN (SELECT student_id FROM friends) AND id IN (SELECT liked_id FROM likes)
network_1,Show name of all students who have some friends and also are liked by someone else.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT name FROM students WHERE id IN (SELECT student_id FROM friendships) AND id IN (SELECT liked_id FROM likes)
network_1,What are the names of high schoolers who both have friends and are liked?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id,SELECT name FROM highschooler WHERE name IN (SELECT name FROM likes WHERE name IN (SELECT name FROM friend))
network_1,Count the number of likes for each student id.,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(likes) FROM likes_table GROUP BY student_id"
network_1,How many likes correspond to each student id?,"SELECT student_id ,  count(*) FROM Likes GROUP BY student_id","SELECT student_id, COUNT(likes) FROM likes_table GROUP BY student_id"
network_1,"Show the names of high schoolers who have likes, and numbers of likes for each.","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT name, COUNT(like_id) FROM high_schoolers AS hs LEFT JOIN likes AS l ON hs.id = l.high_schooler_id GROUP BY hs.name HAVING COUNT(like_id) > 0"
network_1,"What are the names of high schoolers who have likes, and how many likes does each have?","SELECT T2.name ,  count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id","SELECT name, COUNT(like_id) FROM high_schoolers WHERE like_id IS NOT NULL GROUP BY name"
network_1,What is the name of the high schooler who has the greatest number of likes?,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM high_schoolers ORDER BY likes DESC LIMIT 1
network_1,Give the name of the student with the most likes.,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1,SELECT name FROM students ORDER BY likes DESC LIMIT 1
network_1,Show the names of students who have at least 2 likes.,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT name FROM students WHERE likes >= 2
network_1,What are the names of students who have 2 or more likes?,SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT name FROM students WHERE likes >= 2
network_1,Show the names of students who have a grade higher than 5 and have at least 2 friends.,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT s.name FROM students s JOIN grades g ON s.id = g.student_id JOIN friendships f ON s.id = f.student_id WHERE g.grade > 5 GROUP BY s.name HAVING COUNT(f.friend_id) >= 2
network_1,What are the names of high schoolers who have a grade of over 5 and have 2 or more friends?,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.grade  >  5 GROUP BY T1.student_id HAVING count(*)  >=  2,SELECT name FROM high_schoolers WHERE grade > 5 AND friends >= 2
network_1,How many likes does Kyle have?,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(*) FROM likes WHERE username = 'Kyle'
network_1,Return the number of likes that the high schooler named Kyle has.,"SELECT count(*) FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle""",SELECT COUNT(T2.id) FROM highschooler AS T1 INNER JOIN likes AS T2 ON T1.id = T2.id1 WHERE T1.name = 'Kyle'
network_1,Find the average grade of all students who have some friends.,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM students AS T1 INNER JOIN friendships AS T2 ON T1.id = T2.student_id OR T1.id = T2.friend_id GROUP BY T1.id HAVING COUNT(T2.id) > 0
network_1,What is the average grade of students who have friends?,SELECT avg(grade) FROM Highschooler WHERE id IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT AVG(T1.grade) FROM students T1 INNER JOIN friendships T2 ON T1.id = T2.student_id OR T1.id = T2.friend_id
network_1,Find the minimum grade of students who have no friends.,SELECT min(grade) FROM Highschooler WHERE id NOT IN (SELECT T1.student_id FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id),SELECT MIN(grade) FROM students WHERE id NOT IN (SELECT student_id FROM friendships)
